113.864691,22.942327
120.412618,36.382612
113.370643,22.938827
113.001181,23.120518
112.985037,23.15046
113.890205,22.798043
110.361899,20.026695
113.682288,34.618975
121.434529,31.215641
109.488707,18.309754
120.682502,28.011099
120.68556,30.912366
126.687123,45.787618
120.48506,30.053066
103.970724,30.397931
117.270073,37.96162
117.212164,31.831641
120.256218,31.882242
121.411101,31.059407
113.336586,33.729581
104.137953,30.784276
114.141516,23.159282
120.499683,30.042305
120.487242,32.180365
108.94686,34.362975
121.299895,31.105064
112.873295,22.920901
114.164329,22.644532
113.373916,23.086728
120.282954,30.196059
113.250159,23.075847
121.145445,31.193621
116.675933,39.986343
120.896422,31.472813
120.75997,31.734934
118.782607,32.00381
118.314741,32.26999
105.268729,23.732875
111.723311,34.771838
120.169746,33.357616
119.537126,26.200017
119.953287,37.165859
113.830123,23.00734
100.70191,25.408898
119.273795,26.060002
121.373427,31.188567
116.466752,39.951042
119.276396,33.761172
114.20716,22.777829
115.690291,25.098436
126.118338,45.11481
117.668326,30.683932
116.366324,39.781077
106.563101,29.583974
120.377998,31.578216
112.50952,37.899569
116.611935,23.66941
121.07145,31.10094
103.787344,30.940037
116.161048,31.977315
112.911223,23.164952
113.90795,22.473978
121.946335,39.403784
120.44004,31.561242
120.172545,36.009391
117.3571,31.859773
126.609854,45.722514
113.448233,22.652566
120.531699,32.402873
102.911877,25.091979
118.914313,32.013572
114.842647,28.133165
126.597762,45.739299
114.876072,33.773379
106.540999,29.520217
119.437188,32.440656
114.033057,22.733424
119.342481,26.050688
104.041129,30.598338
113.931555,22.607629
119.917693,32.484184
113.072203,27.813351
118.371124,35.082682
116.512489,39.822105
120.926368,31.320681
113.714414,27.200748
120.355238,31.557524
118.178065,39.817421
101.775209,36.614975
120.639151,31.637379
114.499404,34.646022
120.952625,32.001205
118.087516,24.474988
113.847968,22.595779
104.638952,30.1253
119.632277,32.022715
116.492237,39.991802
114.30078,22.715682
112.898903,32.04371
112.512107,23.065747
114.104018,22.626803
107.106742,25.849819
119.969664,30.26186
113.359857,22.519652
119.530013,39.935889
117.377447,38.403876
77.254607,39.050215
126.660514,45.781893
117.085608,36.652113
120.775986,31.520694
120.292808,30.299244
120.040175,28.899236
114.397917,23.545706
113.83515,23.093211
120.273933,30.236666
113.113074,22.753023
121.622443,31.152955
118.16531,30.720869
116.417093,39.96918
121.435805,31.216004
113.799453,22.724031
120.683491,31.169335
123.264175,41.768478
119.881789,31.884114
120.626128,30.822477
115.326422,22.964796
115.826361,33.812392
125.254523,43.829852
106.561797,26.579832
112.44152,34.662344
117.285766,34.806079
120.296738,31.525176
111.035766,21.535775
118.581412,37.642646
115.701728,24.066784
113.360297,22.962038
104.061447,30.67089
121.208556,31.421659
121.123465,31.134162
121.460029,28.655284
104.039519,30.719365
121.444419,28.345353
116.625662,39.619879
121.300635,31.140721
108.20204,28.004321
116.084446,28.336149
113.606513,34.807402
113.012481,23.02401
120.213822,30.112851
121.384539,28.411516
120.727637,27.798264
114.556304,33.470221
116.452761,39.951122
115.853758,28.661246
119.555363,39.932751
113.978576,22.526649
120.227111,30.347169
107.380653,30.314754
